                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    226,               0.027775,               0.017549,               0.012453,               0.014378,                0.46002,                0.36706,                0.43014,                0.33814,                0.46002,                0.36706,                0.42386,                0.33633,               0.039522,               0.019956,              0.0057893,               0.047045,              0.0077725,              0.0077725,              0.0077725
                    227,               0.027009,               0.018335,               0.012094,               0.012412,                 0.4864,                0.45883,                0.47712,                0.36788,                 0.4864,                0.45883,                0.47163,                0.37012,               0.038989,                0.02167,              0.0054998,               0.059793,              0.0077626,              0.0077626,              0.0077626
                    228,                0.02571,               0.016838,               0.011793,               0.018254,                0.39431,                0.37158,                0.38162,                0.29865,                0.39431,                0.37158,                0.37852,                0.29104,               0.038017,               0.021785,              0.0058713,               0.057048,              0.0077527,              0.0077527,              0.0077527
                    229,               0.027169,               0.016837,               0.011758,               0.013532,                0.43585,                0.35515,                0.40541,                0.30464,                0.43585,                0.35515,                0.40389,                0.30272,                0.03985,               0.023579,               0.006135,               0.054773,              0.0077428,              0.0077428,              0.0077428
                    230,               0.025924,                0.01698,               0.011393,               0.015441,                0.51807,                 0.3939,                 0.4519,                0.35032,                0.51807,                 0.3939,                0.45171,                0.35324,               0.042153,               0.022167,              0.0056074,               0.055425,              0.0077329,              0.0077329,              0.0077329
                    231,                  0.025,               0.016595,                0.01171,               0.010846,                0.51178,                0.42704,                 0.4822,                 0.3829,                0.51438,                0.43727,                0.47724,                0.38069,               0.042252,               0.021443,              0.0055032,               0.053523,               0.007723,               0.007723,               0.007723
                    232,               0.026905,               0.017137,               0.013263,               0.014712,                0.50503,                0.44556,                0.47244,                0.36185,                0.50503,                0.44556,                0.46462,                0.36631,                0.04244,               0.021733,              0.0052321,               0.054132,              0.0077131,              0.0077131,              0.0077131
                    233,               0.025159,                0.01635,               0.011047,               0.013291,                0.39112,                0.49187,                0.46408,                 0.3464,                0.39112,                0.49187,                0.46224,                0.35709,               0.040208,               0.021971,              0.0052962,               0.049988,              0.0077032,              0.0077032,              0.0077032
                    234,               0.026634,               0.015426,               0.009608,               0.017152,                0.38186,                0.50665,                0.46513,                0.34765,                0.37544,                0.49772,                0.45716,                0.35954,               0.038926,               0.022785,              0.0055246,               0.044402,              0.0076933,              0.0076933,              0.0076933
                    235,               0.024789,               0.015515,               0.010422,               0.014293,                0.33788,                 0.4361,                0.40838,                0.31014,                0.33788,                 0.4361,                0.40507,                0.30962,               0.035865,               0.021668,              0.0056634,                0.04775,              0.0076834,              0.0076834,              0.0076834
                    236,               0.027126,               0.015366,               0.010486,               0.018139,                0.49287,                0.45205,                0.47952,                0.36589,                0.49287,                0.45205,                0.47819,                0.36614,               0.033257,               0.019797,              0.0054095,               0.042393,              0.0076735,              0.0076735,              0.0076735
                    237,               0.025378,               0.016447,                0.01015,                0.01321,                0.36914,                0.50635,                0.43578,                 0.3308,                0.36492,                 0.5004,                0.43106,                 0.3242,               0.033358,               0.020771,              0.0056198,               0.041678,              0.0076636,              0.0076636,              0.0076636
                    238,               0.025421,               0.020377,               0.011462,                0.01246,                0.49284,                0.40266,                0.40631,                0.30328,                0.51041,                0.41005,                0.42498,                0.30654,               0.036176,               0.019483,              0.0053291,               0.042882,              0.0076537,              0.0076537,              0.0076537
                    239,               0.024464,               0.015112,               0.010191,               0.014567,                0.54649,                 0.4279,                0.44438,                0.31317,                0.54649,                 0.4279,                0.44429,                0.33322,               0.035659,               0.020411,              0.0054677,               0.039101,              0.0076438,              0.0076438,              0.0076438
                    240,               0.023732,               0.014105,               0.010568,               0.014728,                0.49723,                0.41865,                0.43112,                0.32366,                0.49404,                 0.4127,                0.42503,                0.34029,               0.037251,               0.020464,              0.0057573,                0.04305,              0.0076339,              0.0076339,              0.0076339
                    241,               0.026161,               0.014243,               0.010662,               0.016698,                0.54775,                0.37823,                 0.4125,                0.30722,                0.54775,                0.37823,                0.41027,                 0.3241,               0.036582,               0.021045,              0.0055544,               0.051189,               0.007624,               0.007624,               0.007624
                    242,                0.02507,               0.016814,               0.011263,                 0.0147,                0.33617,                0.47897,                0.41257,                 0.3215,                0.33941,                0.47705,                0.41505,                0.32881,               0.036646,               0.020881,              0.0054207,               0.052701,              0.0076141,              0.0076141,              0.0076141
                    243,               0.028252,                0.02227,               0.013208,                0.01993,                0.39381,                0.48987,                 0.3877,                0.30084,                0.38476,                0.48136,                0.38173,                0.30089,               0.036591,               0.020193,              0.0052943,               0.052225,              0.0076042,              0.0076042,              0.0076042
                    244,               0.024564,               0.016341,               0.012599,               0.016443,                0.38397,                0.32439,                0.35108,                0.27084,                0.38397,                0.32439,                0.35555,                0.27209,               0.038468,               0.020688,              0.0053852,               0.052925,              0.0075943,              0.0075943,              0.0075943
                    245,                0.02532,               0.014222,               0.010246,               0.018927,                0.27383,                0.34861,                0.36048,                0.28611,                0.28335,                0.35754,                 0.3717,                0.28634,                0.03465,               0.019743,              0.0054226,               0.051958,              0.0075844,              0.0075844,              0.0075844
                    246,               0.022729,               0.014947,               0.010896,              0.0096684,                0.34095,                0.34189,                0.37124,                 0.2879,                0.29061,                 0.4136,                0.36242,                0.26799,               0.036143,               0.023628,              0.0058153,               0.053598,              0.0075745,              0.0075745,              0.0075745
                    247,               0.025752,               0.016294,               0.010832,               0.014558,                0.52026,                0.39353,                0.48015,                  0.382,                0.51327,                0.38968,                0.46724,                0.35698,                0.03839,               0.025284,              0.0058336,               0.044215,              0.0075646,              0.0075646,              0.0075646
                    248,               0.025301,               0.014098,               0.010155,               0.012681,                0.39289,                0.46929,                0.46074,                 0.3401,                0.38571,                0.47154,                0.45414,                0.34088,                0.03911,               0.026549,              0.0063729,               0.044669,              0.0075547,              0.0075547,              0.0075547
                    249,               0.025257,                0.01641,               0.010998,               0.016218,                0.47702,                0.49129,                0.50694,                0.36944,                0.46497,                0.48682,                0.49317,                0.37142,               0.037759,               0.025563,              0.0065713,               0.047467,              0.0075448,              0.0075448,              0.0075448
                    250,                0.02388,               0.018031,               0.011975,               0.016641,                0.53993,                0.40873,                0.44628,                0.34934,                0.53993,                0.40873,                0.43706,                 0.3455,               0.039285,               0.022338,              0.0065677,                 0.0472,              0.0075349,              0.0075349,              0.0075349
                    251,               0.025109,               0.016242,               0.011293,               0.015037,                0.57805,                 0.4123,                0.44463,                0.33717,                0.57272,                0.40552,                0.43667,                0.33826,               0.039367,               0.020682,              0.0056708,                0.05661,               0.007525,               0.007525,               0.007525
                    252,               0.023983,               0.013917,              0.0096273,               0.010413,                0.36783,                0.38879,                0.39558,                 0.3001,                0.36346,                0.37917,                0.39344,                0.30597,               0.038195,               0.021302,              0.0053391,               0.056108,              0.0075151,              0.0075151,              0.0075151
                    253,               0.024591,               0.013884,               0.010473,               0.011266,                0.36272,                0.44987,                0.42929,                0.33978,                0.35981,                0.44392,                0.42437,                0.33099,               0.038895,               0.020946,              0.0053639,               0.059676,              0.0075052,              0.0075052,              0.0075052
                    254,               0.022861,               0.014787,               0.010704,               0.014933,                0.39173,                0.34893,                0.38702,                0.29892,                0.39173,                0.34893,                0.38663,                 0.3037,               0.041632,               0.021045,               0.005399,               0.062848,              0.0074953,              0.0074953,              0.0074953
                    255,               0.026862,               0.016791,               0.010944,               0.015561,                0.33438,                0.36003,                0.39528,                0.30935,                0.44481,                0.30202,                0.38164,                0.30049,               0.042439,                0.02318,              0.0059319,               0.061118,              0.0074854,              0.0074854,              0.0074854
                    256,               0.022926,               0.013803,              0.0096522,               0.013346,                0.44721,                0.32555,                0.41944,                0.31905,                0.44721,                0.32555,                0.42256,                0.33066,               0.042057,               0.020994,              0.0053277,               0.063531,              0.0074755,              0.0074755,              0.0074755
                    257,                0.02423,               0.018341,               0.013012,               0.014588,                0.51723,                0.40965,                0.48331,                0.38511,                0.51723,                0.40965,                 0.4843,                0.37238,               0.040504,               0.021843,              0.0051241,               0.060242,              0.0074656,              0.0074656,              0.0074656
                    258,               0.022854,               0.014485,               0.011401,               0.016097,                0.45925,                0.41802,                0.43475,                0.33415,                0.45925,                0.41802,                0.43671,                0.31149,               0.039159,               0.023948,              0.0052357,               0.056471,              0.0074557,              0.0074557,              0.0074557
                    259,               0.024356,                0.01483,               0.010051,               0.011228,                0.43985,                 0.3878,                0.42279,                0.32235,                0.45956,                0.39673,                0.42421,                0.32701,                 0.0374,               0.023897,              0.0056362,               0.057732,              0.0074458,              0.0074458,              0.0074458
                    260,               0.024522,               0.016768,                0.01091,               0.020332,                 0.6936,                0.44434,                0.55656,                 0.4292,                0.65469,                0.46752,                0.55583,                0.44962,                0.04234,               0.020603,              0.0051415,               0.051526,              0.0074359,              0.0074359,              0.0074359
                    261,               0.027038,               0.014626,              0.0097871,               0.011747,                0.67607,                0.42411,                0.53295,                0.39046,                0.67607,                0.42411,                0.52879,                0.42203,               0.044498,               0.019854,              0.0055542,               0.050436,               0.007426,               0.007426,               0.007426
                    262,               0.024639,               0.014636,               0.011049,               0.015621,                0.42794,                0.42976,                 0.4881,                0.35532,                0.42794,                0.42976,                0.48549,                0.38332,               0.044719,                0.01992,              0.0056059,               0.046682,              0.0074161,              0.0074161,              0.0074161
                    263,               0.023873,               0.014468,              0.0098972,               0.016806,                0.63199,                0.39227,                0.49263,                0.36134,                 0.6244,                0.38036,                0.48551,                0.38166,               0.041472,               0.021245,              0.0058227,               0.045074,              0.0074062,              0.0074062,              0.0074062
                    264,               0.022995,               0.016758,               0.011065,               0.014404,                0.60071,                0.51788,                0.52584,                0.39592,                0.60071,                0.51788,                0.52444,                0.39933,               0.039678,               0.020439,              0.0056605,               0.042602,              0.0073963,              0.0073963,              0.0073963
                    265,               0.022971,               0.014209,               0.010131,               0.014417,                0.55909,                0.47321,                0.46475,                 0.3567,                0.55162,                0.46131,                0.45361,                0.34887,               0.038766,               0.021096,              0.0054407,               0.048263,              0.0073864,              0.0073864,              0.0073864
                    266,               0.026605,               0.015216,               0.011089,               0.015332,                0.45983,                0.54762,                0.48649,                0.35586,                 0.4426,                0.53571,                  0.471,                0.37145,               0.042639,               0.020347,              0.0057015,               0.054089,              0.0073765,              0.0073765,              0.0073765
                    267,               0.023159,               0.013446,              0.0098756,               0.012975,                0.55319,                0.47613,                0.51391,                0.36371,                 0.5424,                0.47018,                0.50526,                0.37389,               0.040302,               0.020131,              0.0058579,               0.053278,              0.0073666,              0.0073666,              0.0073666
                    268,               0.024622,               0.015795,              0.0099863,              0.0094433,                0.45054,                0.45655,                0.45984,                0.34241,                0.44443,                0.44762,                0.45278,                0.35131,               0.042705,               0.019613,              0.0055888,               0.062143,              0.0073567,              0.0073567,              0.0073567
                    269,               0.022572,               0.013795,               0.010129,               0.015438,                0.61603,                0.39157,                0.47537,                 0.3564,                0.42805,                0.45952,                0.47792,                0.38494,               0.040558,               0.019306,              0.0054796,               0.065625,              0.0073468,              0.0073468,              0.0073468
                    270,               0.022623,               0.013927,              0.0095441,               0.014488,                0.48807,                0.43713,                0.45711,                0.35688,                0.48807,                0.43713,                0.45965,                0.36899,               0.039541,                   0.02,              0.0051622,               0.066629,              0.0073369,              0.0073369,              0.0073369
                    271,               0.023886,               0.015288,              0.0095118,               0.019842,                0.42415,                0.47897,                0.46696,                0.35409,                0.42022,                0.47054,                0.47063,                0.37131,                0.03965,               0.020096,              0.0052531,                0.06429,               0.007327,               0.007327,               0.007327
                    272,               0.024122,               0.016793,               0.011108,               0.011836,                0.35234,                0.45413,                0.42787,                0.30109,                0.35234,                0.45413,                0.42573,                0.32829,               0.042541,                0.02104,              0.0056975,               0.068872,              0.0073171,              0.0073171,              0.0073171
                    273,               0.024642,               0.016185,               0.010802,               0.020782,                0.43207,                 0.4074,                0.35341,                0.24937,                  0.427,                0.39663,                0.34505,                0.24828,                0.04265,               0.023386,              0.0056565,               0.060786,              0.0073072,              0.0073072,              0.0073072
                    274,               0.027165,               0.016418,                0.01113,                0.01833,                0.32038,                  0.458,                0.31858,                0.21569,                0.32377,                0.46336,                0.31688,                0.22831,               0.041746,               0.025279,              0.0058484,               0.061566,              0.0072973,              0.0072973,              0.0072973
                    275,               0.024975,               0.014854,               0.010508,               0.011468,                0.41464,                0.53249,                0.43915,                0.31703,                0.41464,                0.53249,                0.43077,                0.33144,               0.041805,               0.020219,              0.0054746,               0.047344,              0.0072874,              0.0072874,              0.0072874
                    276,                0.02403,               0.015452,               0.012252,               0.013393,                0.46718,                0.52161,                0.52332,                0.37163,                0.46718,                0.52161,                0.51996,                0.39752,               0.042509,                0.01914,              0.0055768,                0.04391,              0.0072775,              0.0072775,              0.0072775
                    277,               0.025627,               0.017859,              0.0096106,               0.017107,                0.67285,                0.43783,                0.51887,                0.39833,                0.67285,                0.43783,                0.51704,                0.40554,               0.040133,               0.019473,              0.0054235,               0.049486,              0.0072676,              0.0072676,              0.0072676
                    278,               0.022603,               0.015508,               0.010443,               0.010073,                0.57924,                0.46123,                0.50258,                0.37829,                0.57924,                0.46123,                0.49609,                0.39748,               0.042516,               0.020445,              0.0055957,               0.053769,              0.0072577,              0.0072577,              0.0072577
                    279,               0.024441,               0.014784,               0.010225,               0.012335,                0.64226,                0.42784,                0.48272,                0.37038,                0.63758,                0.42189,                0.47659,                0.37692,               0.042359,               0.020189,              0.0056069,               0.048087,              0.0072478,              0.0072478,              0.0072478
                    280,                 0.0226,               0.014033,               0.009837,               0.013757,                0.62213,                0.43045,                0.47191,                0.36124,                0.62213,                0.43045,                0.46942,                0.38026,                0.04033,               0.020529,              0.0056252,               0.049758,              0.0072379,              0.0072379,              0.0072379
                    281,               0.024569,                0.01516,              0.0098654,               0.015738,                0.53623,                0.43453,                0.46989,                0.37375,                0.53121,                0.42858,                 0.4542,                0.37632,               0.039186,               0.021594,               0.005384,               0.045496,               0.007228,               0.007228,               0.007228
                    282,               0.023477,               0.013787,               0.010409,               0.012092,                0.49767,                0.43737,                0.45302,                0.36222,                0.49671,                0.43486,                0.43994,                0.36486,                0.04102,               0.021789,              0.0054703,               0.046148,              0.0072181,              0.0072181,              0.0072181
                    283,               0.023046,               0.015144,               0.010404,               0.018651,                0.64315,                0.35578,                0.46264,                0.37095,                0.64315,                0.35578,                0.44917,                0.37042,               0.038901,               0.019813,               0.005255,               0.052444,              0.0072082,              0.0072082,              0.0072082
                    284,                0.02423,               0.017297,               0.010708,               0.011766,                0.63608,                0.27538,                0.38889,                0.29417,                0.63608,                0.27538,                0.37946,                0.31228,               0.038354,                 0.0195,              0.0057483,               0.061726,              0.0071983,              0.0071983,              0.0071983
                    285,               0.023052,               0.014192,               0.010962,              0.0096534,                0.38349,                0.34062,                0.33973,                 0.2529,                0.52547,                0.33881,                0.33552,                0.26329,                0.03913,               0.020903,              0.0068893,                0.06461,              0.0071884,              0.0071884,              0.0071884
                    286,               0.026393,               0.018065,               0.012396,              0.0099898,                0.33864,                0.35879,                0.33076,                0.23794,                0.33864,                0.35879,                0.32967,                0.24999,               0.040694,               0.023448,              0.0081778,               0.064525,              0.0071785,              0.0071785,              0.0071785
                    287,               0.023903,                0.01273,              0.0099878,              0.0096652,                0.47347,                0.32267,                0.28711,                0.19141,                0.47215,                0.33261,                0.29042,                0.20586,               0.042016,               0.024869,              0.0079422,               0.068349,              0.0071686,              0.0071686,              0.0071686
                    288,               0.025132,               0.015923,              0.0099046,               0.012013,                0.29607,                0.38027,                0.29068,                0.21338,                0.29607,                0.38027,                0.28831,                0.21942,               0.038978,               0.022125,              0.0066869,               0.071094,              0.0071587,              0.0071587,              0.0071587
                    289,               0.022974,               0.016393,                0.01127,               0.011085,                0.33169,                0.28452,                0.28052,                0.19332,                0.32797,                0.26964,                0.27757,                 0.2152,               0.040354,                0.02307,              0.0069585,               0.081561,              0.0071488,              0.0071488,              0.0071488
                    290,                0.02385,               0.014442,              0.0098733,                0.01066,                0.28416,                  0.319,                0.26952,                0.19522,                0.28406,                0.31834,                0.26721,                0.20715,               0.040486,               0.023654,              0.0066762,               0.072311,              0.0071389,              0.0071389,              0.0071389
                    291,                0.02428,               0.014545,               0.011273,              0.0091658,                0.27171,                0.31327,                0.29551,                0.20906,                0.26819,                0.29899,                0.28849,                0.22589,               0.041774,                0.02259,              0.0064576,               0.065486,               0.007129,               0.007129,               0.007129
                    292,               0.025573,               0.015626,              0.0096992,              0.0096896,                0.42831,                0.32805,                0.35553,                0.25889,                0.42831,                0.32805,                0.35361,                0.28208,               0.040861,               0.021594,              0.0065489,                0.06916,              0.0071191,              0.0071191,              0.0071191
                    293,                0.02431,               0.016249,                0.01074,               0.013571,                0.45451,                 0.3879,                0.38018,                0.29105,                0.45451,                 0.3879,                0.37768,                0.30405,               0.037242,               0.020232,              0.0061095,               0.066116,              0.0071092,              0.0071092,              0.0071092
                    294,               0.024688,               0.016173,                0.01054,               0.016644,                0.62052,                0.39762,                0.44417,                0.33383,                0.68057,                0.37428,                0.43499,                0.34799,               0.037921,               0.020085,              0.0054443,               0.060851,              0.0070993,              0.0070993,              0.0070993
                    295,               0.024572,               0.012809,               0.010824,              0.0085698,                0.55186,                0.42614,                0.40958,                0.31319,                0.55186,                0.42614,                0.40434,                0.32249,               0.038051,               0.020796,              0.0057144,               0.057101,              0.0070894,              0.0070894,              0.0070894
                    296,               0.026335,               0.015321,               0.010784,              0.0084427,                0.42154,                 0.4316,                0.41711,                0.33264,                0.41321,                0.42345,                0.41026,                0.32635,               0.037936,               0.022219,              0.0056541,               0.053865,              0.0070795,              0.0070795,              0.0070795
                    297,                 0.0236,               0.015569,              0.0098723,               0.018148,                0.35611,                0.38218,                0.40426,                0.30497,                0.35698,                0.38093,                 0.3958,                0.31907,               0.041356,               0.021408,              0.0056245,               0.056001,              0.0070696,              0.0070696,              0.0070696
                    298,               0.025095,               0.015468,               0.010111,                0.01115,                 0.4185,                0.55817,                0.50734,                0.39751,                 0.4185,                0.55817,                0.50528,                0.41709,               0.040213,               0.021884,               0.005265,               0.049849,              0.0070597,              0.0070597,              0.0070597
                    299,               0.022201,               0.015524,               0.012326,               0.012215,                0.45615,                0.56525,                 0.5055,                0.40422,                0.44986,                0.55633,                0.49689,                0.38713,               0.037318,               0.023255,              0.0051131,               0.047382,              0.0070498,              0.0070498,              0.0070498
                    300,               0.025201,               0.017489,               0.010194,              0.0089674,                0.50899,                 0.4499,                0.46985,                0.37229,                0.49723,                0.44263,                  0.448,                0.35077,               0.037344,               0.025995,              0.0051696,               0.046751,              0.0070399,              0.0070399,              0.0070399
                    301,               0.022776,               0.016982,               0.012857,               0.013047,                0.46397,                0.42307,                0.43663,                0.32799,                0.46166,                0.41712,                0.42031,                0.31988,               0.037728,               0.024466,              0.0053899,               0.057582,                0.00703,                0.00703,                0.00703
                    302,               0.023701,               0.015673,                 0.0112,               0.011808,                0.36804,                0.41131,                0.40616,                0.32048,                0.35601,                0.40257,                0.39207,                0.31709,               0.036648,               0.020856,              0.0051835,               0.054132,              0.0070201,              0.0070201,              0.0070201
                    303,               0.024672,               0.015291,                0.01064,               0.011935,                0.35873,                0.46538,                0.42089,                0.33309,                 0.3513,                 0.4568,                0.41336,                0.34363,               0.039226,                0.02144,               0.005089,               0.052573,              0.0070102,              0.0070102,              0.0070102
                    304,               0.025792,                0.01448,              0.0098149,              0.0081938,                0.48452,                0.40269,                0.45286,                0.37132,                0.48452,                0.40269,                0.44547,                 0.3811,               0.038503,               0.020833,              0.0050988,               0.049828,              0.0070003,              0.0070003,              0.0070003
                    305,               0.024665,               0.013763,               0.010971,                0.01221,                0.55597,                0.42194,                 0.4639,                0.36631,                0.49224,                0.44992,                0.45455,                0.38461,               0.039086,               0.019847,              0.0052476,               0.049069,              0.0069904,              0.0069904,              0.0069904
                    306,               0.022242,               0.012381,              0.0088897,              0.0083976,                0.49294,                0.43036,                0.44623,                0.34879,                 0.4835,                0.42143,                0.43569,                0.36267,               0.039068,               0.019504,              0.0053594,               0.046687,              0.0069805,              0.0069805,              0.0069805
                    307,               0.024919,               0.016689,              0.0099282,               0.012157,                0.50676,                0.48679,                0.45889,                0.36147,                0.50676,                0.48679,                0.45281,                0.36809,                0.03896,               0.019911,              0.0055342,               0.045758,              0.0069706,              0.0069706,              0.0069706
                    308,               0.021802,               0.016041,               0.010064,               0.012086,                0.48168,                0.44306,                0.44564,                0.35348,                0.48168,                0.44306,                0.43941,                0.34993,                0.04094,               0.021731,              0.0053165,               0.044604,              0.0069607,              0.0069607,              0.0069607
                    309,               0.023824,               0.016602,               0.010139,               0.012189,                0.47221,                0.41035,                0.40764,                0.33459,                0.47221,                0.41035,                 0.4018,                0.32787,               0.041372,               0.020586,              0.0052881,               0.045913,              0.0069508,              0.0069508,              0.0069508
                    310,                0.02644,               0.015497,               0.010717,               0.016401,                0.62495,                0.49618,                 0.5253,                0.43487,                0.61258,                0.48981,                0.51321,                0.42335,               0.040524,               0.020516,              0.0049503,               0.049785,              0.0069409,              0.0069409,              0.0069409
                    311,               0.022193,               0.014311,               0.010049,              0.0085635,                0.48457,                0.54799,                0.52062,                0.43607,                0.47663,                0.54062,                0.51257,                0.41497,                0.03921,                0.02076,              0.0049815,               0.060477,               0.006931,               0.006931,               0.006931
                    312,               0.022668,               0.013713,              0.0098129,              0.0092819,                0.55966,                0.45156,                 0.5062,                0.41279,                0.55966,                0.45156,                0.50759,                0.39638,                0.03888,               0.022518,              0.0049419,               0.062624,              0.0069211,              0.0069211,              0.0069211
                    313,               0.024641,               0.021494,               0.010789,                 0.0149,                0.46544,                0.60046,                0.53235,                 0.4313,                0.51216,                0.49406,                0.52584,                0.42359,               0.037332,               0.022439,              0.0050502,               0.063713,              0.0069112,              0.0069112,              0.0069112
                    314,               0.022735,               0.014572,              0.0098244,              0.0097416,                0.51893,                0.58299,                0.53152,                0.42327,                0.51066,                0.57407,                0.52658,                0.40529,                0.03804,                 0.0244,              0.0053015,               0.060754,              0.0069013,              0.0069013,              0.0069013
                    315,               0.023147,               0.015959,               0.010072,               0.014366,                 0.5859,                0.51284,                0.53658,                0.42548,                0.59234,                0.52426,                0.54407,                0.43522,               0.039776,               0.023457,              0.0054801,               0.055425,              0.0068914,              0.0068914,              0.0068914
                    316,               0.025504,                0.01504,               0.010859,               0.014825,                0.64809,                0.53017,                 0.5725,                0.46208,                0.64809,                0.53017,                0.57716,                0.46058,               0.040466,                0.02285,               0.005358,               0.053865,              0.0068815,              0.0068815,              0.0068815
                    317,               0.024524,               0.015116,               0.010073,               0.017343,                0.73853,                0.45236,                0.52843,                0.42999,                0.73853,                0.45236,                0.52567,                0.43059,               0.037699,                0.02158,              0.0054035,               0.063884,              0.0068716,              0.0068716,              0.0068716
                    318,               0.023158,               0.016859,               0.010699,               0.011206,                0.51081,                 0.5023,                0.49269,                0.39338,                0.51081,                 0.5023,                0.48598,                0.40752,               0.036317,               0.020655,              0.0056791,               0.065486,              0.0068617,              0.0068617,              0.0068617
                    319,               0.023377,               0.013733,               0.010251,               0.018323,                0.57674,                0.45226,                0.50424,                0.40273,                0.57674,                0.45226,                0.49835,                0.41341,               0.036154,               0.020832,               0.005897,               0.060829,              0.0068518,              0.0068518,              0.0068518
